url,date,title,changes,file_name
http://git.savannah.gnu.org/cgit/make.git/commit/?id=894ee7f6c8b96ed89d4672da6cde4105c15cbf31,13 Sep 2014,"[SV 42447]: VMS simulate exporting symbols

This also includes fixing the most of the exit handling code for VMS.

Self tests:
 Previously about 94 Tests in 36 categories fail.
 Now about 45 tests in 22 categories fail.

Because some tests do not properly clean up, the number of tests that
fail can vary by one or two test cases between consecutive runs.

* Makefile.am: Add new VMS files.
* job.c: add prototype for vms_strsignal().
* job.c: (child_error): Remove VMS specific code as no longer needed.
* job.c: (reap_children): The VMS specific code was setting the
status to 0 instead of setting it to the proper exit status.
* job.h: Add vms_launch_status to struct child.
* main.c: (main): Use environment variables for options to use MCR
* instead of a foreign command, and to always use command files for
subprocesses.
For VMS use (set_program_name) routine which is common to ports of
other GNU packages to VMS to set the program name used internally.
Use (vms_putenv_symbol) to set up symbols to be visible in child
programs, including recursive make launched by execve()
Start of Bash shell detection code for VMS.
* makefile.com: Need nested_include=none for building on VMS search
lists.  Add vms_progname, vms_exit, and vms_export_symbol.
* makefile.vms: Need nested_include=none for building on VMS search
lists.  Add vms_progname, vms_exit, vms_export_symbol.
* makeint.h: Make sure non-standard ""VMS"" macro is defined.  Add
prototypes for new VMS routines.  Remove VMS-specific failure codes.
* vmsjobs.c: Add VMS POSIX exit code constants.
(_is_unixy_shell): Detect Bash shell.
(vms_strsignal): simulate strsignal() on VMS.
(vmsHandleChildTerm): fix to properly report failed LIB$SPAWN() exit
status codes.  Remove code that duplicated code in job.c.
(child_execute_job): Export environment symbols before spawning a
child and restore afterward unless option to use command files for
subprocesses is set.  Improve handling of UNIX null commands "":"".
* vms_exit.c: Provides vms_exit() to detect if an exit code is UNIX
or VMS, and converts the UNIX code into a VMS exit code.
* vms_export_symbol.c: Routines to create DCL symbols that work like
shell aliases or exported shell symbols and clean them up on exit.
* vms_export_symbol_test.com: Unit test for vms_export_symbol.c
* vms_progname.c: New file: VMS specific replace for progname.c that
is used in some GNU projects.",1509,data/crawl/make/patch_29.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=0a3a0756b987e2f7f06322de746c3da5fef4c9ed,30 Sep 2014,"Update Copyright statements for 2014.
",208,data/crawl/make/patch_30.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=95ffcda425a74059c219874fd6101504b4df01ed,4 Sep 2014,"Fix and enhance VMS library support.

* ar.c: fix VMS library search for members, which do not have
suffixes, aka filename extensions.
* arscan.c: fix time conversion and library callback routines.
* default.c: more suffixes and automatically create the VMS library
if it doesn't exists.",385,data/crawl/make/patch_31.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=dcca1b5b0ef4d84460e1dfb583f1085cc1ce5b9c,3 Sep 2014,"Enhance VMS exporting make environment variables.

* config.h-vms.template: add feature macro USE_DCL_COM_FILE to always
write a DCL command file, enabled by default.
* vmsjobs.c: with USE_DCL_COM_FILE enabled write make variables as DCL
symbol assignments into the command file.  This enables printing
directory and make level info for recursive use of make. This also
enables forced DCL symbol substitution in the actions.",39,data/crawl/make/patch_32.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=9cad73ad8289b5cac45cc0f3ddb07977dbdb0f14,3 Sep 2014,"Fix VMS automatic variable expansion

* function.c: add VMS code to func_notdir_suffix and func_basename_dir
to work on comma separated lists; this fixes the expansion of
$(^D), $(+D) and the F variants for VMS.",40,data/crawl/make/patch_33.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=98de32a681e0adba5983c0154a242128bdb1567e,31 Aug 2014,"Enhance/fix VMS ONESHELL implementation and command execution

* job.c, vmsjobs.c: fix some double quote and new line handling;
implement ONESHELL with writing multiple lines into one DCL command
procedure; in ONESHELL allow VMS/make internal redirection only on the
first line; fix the created DCL command procedure, which didn't abort
on errors; return correct exit status from the DCL command procedure;
preserve current procedure verification; make the generated command
procedure more robust.",375,data/crawl/make/patch_34.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=8de07f3e4a67fa1c9bd5293d183090ad08b7be6f,24 Aug 2014,"Enhance/fix VMS exit code handling.

* commands.c, function.c, hash.c, job.c, main.c, output.c:
use MAKE exit codes.
* makeint.h: encode make exit codes so that they are VMS compatible.
* job.c: check child exit code for VMS style exit codes.
* vmsjobs.c: save and return VMS style exit code.",49,data/crawl/make/patch_35.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=e44d6a12bbc6dd62ecf463fd98c031e5f79f4e9b,1 Apr 2014,"Update the regression test harness to support VMS.

* config_flags_pm.com, test_make.com: set up and run the regression
test environment on VMS.
* tests/run_make_tests.pl [VMS]: Use an alternate rmdir()
implementation on VMS.
(run_make_with_options) [VMS]: Provide VMS-specific quoting and shell
invocations.
(set_more_defaults) [VMS]: Set default values when running on VMS.
* tests/test_driver.pl (vms_get_process_logicals) [VMS]: Retrieve the
proper values from %ENV on VMS.
(resetENV) [VMS]: Use it.
(toplevel) [VMS]: Fix a bug with opendir() on some logical_devices.
(compare_output) [VMS]: Convert VMS test output to a ""standard"" format.
(_run_command) [VMS]: Handle signals and exit codes the VMS way.
(remove_directory_tree_inner) [VMS]: Unlink all versions of the file.",664,data/crawl/make/patch_36.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=b981bfd197eb767e93739908e4ec49406c314894,7 Feb 2014,"Improve error reporting in the Windows port when env size is too
 large.

w32/subproc/misc.c (arr2envblk): Compute and return the size of
the environment passed to child process.

w32/subproc/sub_proc.c (process_begin): If the call to
CreateProcess failed with EINVAL, and the required environment
size was larger than 32KB, assume it's a Windows XP limitation,
and display an error message to that effect.

w32/subproc/proc.h (arr2envblk): Update prototype.

Copyright-paperwork-exempt: yes",15,data/crawl/make/patch_37.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a4937bc897320563091a77087baf1cdbe52885ab,27 Nov 2013,"* w32/*: Remove TABs from the source code.

I know whitespace commits are annoying, but having these TABs is
causing me to miss things when I search through the code.  This
doesn't try to change the w32 code to meet GNU coding standards.",2582,data/crawl/make/patch_38.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=99385ee6f79f779c3d841df11d19300353983cba,27 Nov 2013,"Solve some Windows build issues.

* main.c (main): Use ONS(), not OSN().
(prepare_mutex_handle_string) [WINDOWS32]: Use %Ix formatting to
support both 32bit and 64bit systems.
* job.c (free_child, new_job): Use ONS(), not OSN().
* w32/subproc/w32err.c (map_windws32_error_to_string): Use O() when
calling fatal().

Copyright-paperwork-exempt: yes",10,data/crawl/make/patch_39.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=757849cd93a9bc361a5113e3aaafe516773aad44,23 Nov 2013,"[SV 40361] Don't use vsnprintf(), which is an ISO C99 function.

* output.c (error, fatal, message): Take an extra argument specifying
how many bytes are used by the formatted arguments.
(get_buffer): New function that allocates the requested buffer size.
Remove msc_vsnprintf(), vfmtconcat(), and fmtconcat() as unneeded.
* makeint.h: Declare various helper macros for generating output.
* *.c: Change all error(), fatal(), message() calls to use the macros,
or pass the extra length argument directly.",812,data/crawl/make/patch_40.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=53b4a9e66800dde643d3ce7966c5193001e3f12e,20 Oct 2013,"* read.c (record_files): [SV 33034] Change fatal() to error()

Allows deprecated syntax.  However we don't guarantee this syntax
will continue to be legal in the future.
Change suggested by David Boyce <david.s.boyce@gmail.com>",21,data/crawl/make/patch_41.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=d654bff45764a134d74aaf57871754b33d016ff0,19 Oct 2013,"* read.c (eval): Avoid GCC warning to add braces.
",17,data/crawl/make/patch_42.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=70df3c35bf2f0272f5346a57410a31d9d7d0735c,13 Oct 2013,"[SV 40139] Modify ""missing separator"" for better translation
",7,data/crawl/make/patch_43.diff
