url,date,title,changes,file_name,reason_for_consistence,is_trivial,old_hunk_file,new_hunk_file,old_loc,new_loc,old_log,new_log,edit_types,edit_words,edit_feature,cluster,wait_time
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=d5be8ecca466601bda9b81c28a79077fbda6ccde,21 Nov 2001,"[svn] Rewrite parsing and handling of URLs. Published in
 <sxs4rnnlklo.fsf@florida.arsdigita.de>.
",2147,data/crawl/wget/hunk_3551.cpp,,,data/crawl/wget/old_hunk_3551.cpp,data/crawl/wget/new_hunk_3551.cpp,1,1,"logprintf (LOG_NOTQUIET,
			 _(""\nREST failed; will not truncate `%s'.\n""),
			 u->local);","logprintf (LOG_NOTQUIET,
			 _(""\nREST failed; will not truncate `%s'.\n""),
			 con->target);","[""updateVariable""]","[[""u"", ""local""], [""con"", ""target""]]",[-5225962230524707788],1524,0:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_646.cpp,,,data/crawl/wget/old_hunk_646.cpp,data/crawl/wget/new_hunk_646.cpp,3,15,"logprintf (LOG_VERBOSE, _(""Resolving %s... ""), 
               quotearg_style (escape_quoting_style, host));","logprintf (LOG_VERBOSE, _(""Resolving %s... ""), 
                 quotearg_style (escape_quoting_style, str ? str : host));","[""moveVariable"", ""addVariable""]","[[], [""str"", ""str""]]",[-738350844015581460],1523,"7 days, 0:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=02964335538e48aabdb1ab2ca89b9e619aec240c,20 Nov 2001,"[svn] Support the SIZE command. Originally by Dave Turner.  Modified
 by Ian Abbott and published in <3BFAA33C.6236.6D42F6@localhost>.
",100,data/crawl/wget/hunk_3583.cpp,,,data/crawl/wget/old_hunk_3583.cpp,data/crawl/wget/new_hunk_3583.cpp,-1,18,,"logputs (LOG_NOTQUIET, _(""\
Error in server response, closing control connection.\n""));","[""addLog""]","[[], [""logputs"", ""LOG_NOTQUIET"", ""_"", ""\\"", ""Error"", ""in"", ""server"", ""response"", ""closing"", ""control"", ""connection"", ""\\n""]]",[-15226207879894615768],1522,"130 days, 4:21:49.090909"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_642.cpp,,,data/crawl/wget/old_hunk_642.cpp,data/crawl/wget/new_hunk_642.cpp,-1,24,,"logprintf (LOG_VERBOSE, ""Conversion from %s to %s isn't supported\n"",
             quote (opt.locale), quote(""UTF-8""));","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""Conversion"", ""from"", ""%s"", ""to"", ""%s"", ""isn"", ""t"", ""supported\\n"", ""quote"", ""opt"", ""locale"", ""quote"", ""UTF"", ""8""]]",[-3240441187800164833],1521,"9 days, 10:54:32.727272"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_642.cpp,,,data/crawl/wget/old_hunk_642.cpp,data/crawl/wget/new_hunk_642.cpp,-1,13,,"logprintf (LOG_VERBOSE, ""open_locale_to_utf8: locale is unset\n"");","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""open_locale_to_utf8"", ""locale"", ""is"", ""unset\\n""]]",[-16620658827914109092],1520,"9 days, 10:54:32.727272"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=5feb3f6696cf5a714216876a5917cee07bfe3c1c,10 May 2005,"[svn] Check for the server's identity after the SSL handshake.
",135,data/crawl/wget/hunk_2888.cpp,,,data/crawl/wget/old_hunk_2888.cpp,data/crawl/wget/new_hunk_2888.cpp,3,-1,"logputs (LOG_VERBOSE, ""\n"");",,"[""removeLog""]","[[""logputs"", ""LOG_VERBOSE"", ""\\n""], []]",[14357329683050999887],1519,"394 days, 21:36:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=943a6d585ff4a0afd974ab2e4838c9d2a63cf21a,28 Jul 2016,"Add new option --keep-badhash to keep Metalink's files with a bad
 hash

* src/init.c: Add keepbadhash
* src/main.c: Add keep-badhash
* src/options.h: Add keep_badhash
* doc/wget.texi: Add docs for --keep-badhash
* src/metalink.h: Add prototypes badhash_suffix(), badhash_or_remove()
* src/metalink.c: New functions badhash_suffix(), badhash_or_remove().
  (retrieve_from_metalink): Call badhash_or_remove() on download error

With --keep-badhash, append .badhash to Metalink's files with checksum
mismatch. (retrieve_from_metalink): unique_create() may append another
suffix to avoid overwriting existing files.

Without --keep-badhash, remove downloaded files with checksum mismatch
(this conforms to the old behaviour).",74,data/crawl/wget/hunk_89.cpp,,,data/crawl/wget/old_hunk_89.cpp,data/crawl/wget/new_hunk_89.cpp,-1,18,,"logprintf (LOG_NOTQUIET, ""unlink: %s\n"", strerror (errno));","[""addLog""]","[[], [""logprintf"", ""LOG_NOTQUIET"", ""unlink"", ""%s\\n"", ""strerror"", ""errno""]]",[7187319674398501817],1518,"2701 days, 9:36:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=7e7ce3dc0ed847be93f4e055730cd3ce9f8a01a0,10 Sep 2003,"[svn] Print the result of DNS lookup.
",40,data/crawl/wget/hunk_3382.cpp,,,data/crawl/wget/old_hunk_3382.cpp,data/crawl/wget/new_hunk_3382.cpp,-1,19,,"logputs (LOG_VERBOSE, "", "");","[""addLog""]","[[], [""logputs"", ""LOG_VERBOSE""]]",[-14369105753799106247],1517,"787 days, 18:40:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1160.cpp,,,data/crawl/wget/old_hunk_1160.cpp,data/crawl/wget/new_hunk_1160.cpp,-1,15,,"logprintf (LOG_ALWAYS,
                 _(""%s: %s: Failed to allocate enough memory; memory exhausted.\n""),
                 exec_name, context);","[""addLog""]","[[], [""logprintf"", ""LOG_ALWAYS"", ""_"", ""%s"", ""%s"", ""Failed"", ""to"", ""allocate"", ""enough"", ""memory"", ""memory"", ""exhausted"", ""\\n"", ""exec_name"", ""context""]]",[12318194782153919715],1516,"3 days, 5:20:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=1b4ed7dcb7bdad277a9ee2c5a42b6e70854db802,2 Sep 2008,"Ensure stdio.h is included.
",7,data/crawl/wget/hunk_741.cpp,,,data/crawl/wget/old_hunk_741.cpp,data/crawl/wget/new_hunk_741.cpp,5,8,"fprintf (fp, _(""Index of /%s on %s:%d""), u->dir, u->host, u->port);","fprintf (fp, _(""Index of /%s on %s:%d""), htcldir, u->host, u->port);","[""removeVariable"", ""addVariable""]","[[""dir"", ""u""], [""htcldir""]]",[4186305103377255687],1515,"23 days, 16:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=31d6616c483359af431f4c33c3c5b237cd8d4426,1 Dec 1999,"[svn] Initial revision
",50333,data/crawl/wget/hunk_4062.cpp,,,data/crawl/wget/old_hunk_4062.cpp,data/crawl/wget/new_hunk_4062.cpp,-1,214,,"logputs (LOG_NOTQUIET,
		   _(""Write failed, closing control connection.\n""));","[""addLog""]","[[], [""logputs"", ""LOG_NOTQUIET"", ""_"", ""Write"", ""failed"", ""closing"", ""control"", ""connection"", ""\\n""]]",[-17940971682673069742],1514,0:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=d7cbc755e0940ee2b5425df06d5673dd0bcdee26,7 Oct 2003,"[svn] Add a fresher getopt.c.
",1119,data/crawl/wget/hunk_3334.cpp,,,data/crawl/wget/old_hunk_3334.cpp,data/crawl/wget/new_hunk_3334.cpp,165,168,"fprintf (stderr, _(""%s: option `%s' is ambiguous\n""),
                     exec_name, argv[optind]);","fprintf (stderr, _(""%s: option `%s' is ambiguous\n""),
		     argv[0], argv[optind]);","[""removeVariable"", ""addContent"", ""addVariable""]","[[""exec_name""], [""argv[0]""]]",[-5631601023541222979],1513,0:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1181.cpp,,,data/crawl/wget/old_hunk_1181.cpp,data/crawl/wget/new_hunk_1181.cpp,-1,2,,"logprintf (LOG_VERBOSE, _(""Rejecting %s.\n""),
                         quote (f->name));","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""_"", ""Rejecting"", ""%s"", ""\\n"", ""quote"", ""f"", ""name""]]",[-11946020307633521769],1512,"2 days, 18:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1181.cpp,,,data/crawl/wget/old_hunk_1181.cpp,data/crawl/wget/new_hunk_1181.cpp,2,-1,"logprintf (LOG_VERBOSE, _(""Rejecting %s.\n""),
                         quote (escnonprint (f->name)));",,"[""removeLog""]","[[""logprintf"", ""LOG_VERBOSE"", ""_"", ""Rejecting"", ""%s"", ""\\n"", ""quote"", ""escnonprint"", ""f"", ""name""], []]",[9902053452795778951],1511,"2 days, 18:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1152.cpp,,,data/crawl/wget/old_hunk_1152.cpp,data/crawl/wget/new_hunk_1152.cpp,3,3,"printf (_(""Output will be written to `%s'.\n""), info->lfilename);",quote (info->lfilename);,"[""updateLog"", ""removeVariable"", ""removeContent""]","[[""printf"", ""_"", ""Output"", ""will"", ""be"", ""written"", ""to"", ""%s"", ""\\n""], [""quote""]]",[8823962709004446577],1510,12:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1125.cpp,,,data/crawl/wget/old_hunk_1125.cpp,data/crawl/wget/new_hunk_1125.cpp,-1,3,,"logprintf (LOG_VERBOSE, _(""Rejecting %s.\n""),
                         quote (escnonprint (f->name)));","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""_"", ""Rejecting"", ""%s"", ""\\n"", ""quote"", ""escnonprint"", ""f"", ""name""]]",[-9902053452795778951],1509,12:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1125.cpp,,,data/crawl/wget/old_hunk_1125.cpp,data/crawl/wget/new_hunk_1125.cpp,3,4,"logprintf (LOG_VERBOSE, _(""Rejecting `%s'.\n""),
                         escnonprint (f->name));",quote (escnonprint (f->name));,"[""updateLog"", ""removeVariable"", ""removeContent""]","[[""logprintf"", ""LOG_VERBOSE"", ""_"", ""Rejecting"", ""%s"", ""\\n""], [""quote""]]",[6871789134836363207],1508,12:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1107.cpp,,,data/crawl/wget/old_hunk_1107.cpp,data/crawl/wget/new_hunk_1107.cpp,2,3,"logprintf (LOG_VERBOSE, _(""\
File `%s' already there; not retrieving.\n\n""), hs->local_file);",quote (hs->local_file);,"[""updateLog"", ""removeVariable"", ""removeContent""]","[[""logprintf"", ""LOG_VERBOSE"", ""_"", ""\\"", ""File"", ""%s"", ""already"", ""there"", ""not"", ""retrieving"", ""\\n\\n""], [""quote""]]",[11382442318386404177],1507,0:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1100.cpp,,,data/crawl/wget/old_hunk_1100.cpp,data/crawl/wget/new_hunk_1100.cpp,-1,249,,"fprintf (stderr, ""%s: "", program_name);","[""addLog""]","[[], [""fprintf"", ""stderr"", ""%s"", ""program_name""]]",[-17129036247460272318],1506,0:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=e24bc5db1b2613cc669ec4d8b91477bdf0be5084,25 Jun 2005,"[svn] Rewrite with_thousand_seps to be size-agnostic.  Remove
 printing of separators from sizes.
",169,data/crawl/wget/hunk_2816.cpp,,,data/crawl/wget/old_hunk_2816.cpp,data/crawl/wget/new_hunk_2816.cpp,3,3,"fprintf (fp, _("" (%s bytes)""), with_thousand_seps (f->size));","fprintf (fp, _("" (%s bytes)""), number_to_static_string (f->size));","[""updateVariable""]","[[""with_thousand_seps""], [""number_to_static_string""]]",[2753650258247047476],1505,0:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=9c23efbf57cbfe4ba0fbe833c6956bf567b5b00e,6 May 2010,"Use gnulib bootstrap script.
",129959,data/crawl/wget/hunk_377.cpp,,,data/crawl/wget/old_hunk_377.cpp,data/crawl/wget/new_hunk_377.cpp,1179,-1,"printf (""\n"");",,"[""removeLog""]","[[""printf"", ""\\n""], []]",[-7249185625612668815],1504,"504 days, 10:17:08.571428"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=02964335538e48aabdb1ab2ca89b9e619aec240c,20 Nov 2001,"[svn] Support the SIZE command. Originally by Dave Turner.  Modified
 by Ian Abbott and published in <3BFAA33C.6236.6D42F6@localhost>.
",100,data/crawl/wget/hunk_3583.cpp,,,data/crawl/wget/old_hunk_3583.cpp,data/crawl/wget/new_hunk_3583.cpp,-1,32,,"logputs (LOG_VERBOSE, _(""done.\n""));","[""addLog""]","[[], [""logputs"", ""LOG_VERBOSE"", ""_"", ""done"", ""\\n""]]",[-23176007315251293789],1503,"179 days, 8:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=ef22bf610a448f198419122fec79130d43667d33,23 Feb 2005,"[svn] Large file support added.  Published in
 <87psyr6jn7.fsf@xemacs.org>.
",869,data/crawl/wget/hunk_3074.cpp,,,data/crawl/wget/old_hunk_3074.cpp,data/crawl/wget/new_hunk_3074.cpp,3,3,"logprintf (LOG_VERBOSE, ""==> REST %ld ... "", restval);","logprintf (LOG_VERBOSE, ""==> REST %s ... "", number_to_static_string (restval));","[""addVariable""]","[[""%ld""], [""%s"", ""number_to_static_string""]]",[-1613249551290393987],1502,0:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1215.cpp,,,data/crawl/wget/old_hunk_1215.cpp,data/crawl/wget/new_hunk_1215.cpp,1,1,"logprintf (LOG_VERBOSE, _(""\
Already have correct symlink %s -> %s\n\n""),
                                         con->target, 
                                         quotearg_style (escape_quoting_style, f->linkto));","logprintf (LOG_VERBOSE, _(""\
Already have correct symlink %s -> %s\n\n""),
                                         quote (con->target),
                                         quote (f->linkto));","[""updateVariable"", ""removeVariable"", ""addVariable""]","[[""quotearg_style"", ""escape_quoting_style""], [""quote"", ""quote""]]",[-10779456073225539025],1501,0:00:00
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_691.cpp,,,data/crawl/wget/old_hunk_691.cpp,data/crawl/wget/new_hunk_691.cpp,-1,6,,"printf (""[Fallbacking to non-utf8 for `%s'\n"", url);","[""addLog""]","[[], [""printf"", ""[Fallbacking"", ""to"", ""non"", ""utf8"", ""for"", ""%s"", ""\\n"", ""url""]]",[7867332476556871926],1500,"10 days, 4:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_684.cpp,,,data/crawl/wget/old_hunk_684.cpp,data/crawl/wget/new_hunk_684.cpp,-1,4,,"printf (""[Enqueuing %s with %s\n"", url, i->uri_encoding);","[""addLog""]","[[], [""printf"", ""[Enqueuing"", ""%s"", ""with"", ""%s\\n"", ""url"", ""i"", ""uri_encoding""]]",[5871983881108030453],1499,"10 days, 4:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_683.cpp,,,data/crawl/wget/old_hunk_683.cpp,data/crawl/wget/new_hunk_683.cpp,-1,39,,"logprintf (LOG_VERBOSE, ""[ content = `%s'\n"", charset);","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""["", ""content"", ""%s"", ""\\n"", ""charset""]]",[-9703696180607863381],1498,"10 days, 4:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_683.cpp,,,data/crawl/wget/old_hunk_683.cpp,data/crawl/wget/new_hunk_683.cpp,-1,23,,"logprintf (LOG_VERBOSE, ""[ uri = `%s'\n"", charset);","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""["", ""uri"", ""%s"", ""\\n"", ""charset""]]",[-8843764234438299928],1497,"10 days, 4:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_656.cpp,,,data/crawl/wget/old_hunk_656.cpp,data/crawl/wget/new_hunk_656.cpp,12,-1,"logprintf (LOG_VERBOSE, ""Locale = %s\n"", quote (opt.locale));",,"[""removeLog""]","[[""logprintf"", ""LOG_VERBOSE"", ""Locale"", ""%s\\n"", ""quote"", ""opt"", ""locale""], []]",[-1379073364407129963],1496,"9 days, 12:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_653.cpp,,,data/crawl/wget/old_hunk_653.cpp,data/crawl/wget/new_hunk_653.cpp,3,-1,quote (charset);,,"[""removeLog""]","[[""quote"", ""charset""], []]",[-3516744147095092596],1495,"9 days, 12:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_651.cpp,,,data/crawl/wget/old_hunk_651.cpp,data/crawl/wget/new_hunk_651.cpp,3,-1,"logprintf (LOG_VERBOSE, ""Meta tag charset : %s\n"", quote (mcharset));",,"[""removeLog""]","[[""logprintf"", ""LOG_VERBOSE"", ""Meta"", ""tag"", ""charset"", ""%s\\n"", ""quote"", ""mcharset""], []]",[9429269378409167861],1494,"9 days, 12:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_647.cpp,,,data/crawl/wget/old_hunk_647.cpp,data/crawl/wget/new_hunk_647.cpp,-1,13,,"logprintf (LOG_VERBOSE, ""idn_decode failed (%d): %s\n"", ret,
                 quote (idna_strerror (ret)));","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""idn_decode"", ""failed"", ""%d"", ""%s\\n"", ""ret"", ""quote"", ""idna_strerror"", ""ret""]]",[-13861318349309199898],1493,"6 days, 12:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_645.cpp,,,data/crawl/wget/old_hunk_645.cpp,data/crawl/wget/new_hunk_645.cpp,-1,4,,"logprintf (LOG_VERBOSE,
                      ""Incomplete or invalide multibyte sequence encountered\n"");","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""Incomplete"", ""or"", ""invalide"", ""multibyte"", ""sequence"", ""encountered\\n""]]",[-11245986092835025801],1492,"6 days, 8:00:00"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=4f3dd6817348433eafde04a3c2946f43364de7ef,24 May 2008,"Add autoconf code for IDN/IRIs support
",54,data/crawl/wget/hunk_642.cpp,,,data/crawl/wget/old_hunk_642.cpp,data/crawl/wget/new_hunk_642.cpp,-1,117,,"logprintf (LOG_VERBOSE, ""idn_encode failed (%d): %s\n"", ret,
                 quote (idna_strerror (ret)));","[""addLog""]","[[], [""logprintf"", ""LOG_VERBOSE"", ""idn_encode"", ""failed"", ""%d"", ""%s\\n"", ""ret"", ""quote"", ""idna_strerror"", ""ret""]]",[3907054365105339826],1491,"5 days, 12:00:00"
