url,date,title,changes,file_name,reason_for_consistence,is_trivial,old_hunk_file,new_hunk_file,old_loc,new_loc,old_log,new_log,edit_types,edit_words,edit_feature,cluster
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1131.cpp,,,data/crawl/wget/old_hunk_1131.cpp,data/crawl/wget/new_hunk_1131.cpp,3,3,"logprintf (LOG_NOTQUIET, _(""Unable to delete `%s': %s\n""),
                 file, strerror (errno));","logprintf (LOG_NOTQUIET, _(""Unable to delete %s: %s\n""),
                 quote (file), strerror (errno));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1132.cpp,,,data/crawl/wget/old_hunk_1132.cpp,data/crawl/wget/new_hunk_1132.cpp,3,3,"logprintf (LOG_NOTQUIET, _(""Cannot open cookies file `%s': %s\n""),
                 file, strerror (errno));","logprintf (LOG_NOTQUIET, _(""Cannot open cookies file %s: %s\n""),
                 quote (file), strerror (errno));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1133.cpp,,,data/crawl/wget/old_hunk_1133.cpp,data/crawl/wget/new_hunk_1133.cpp,3,3,"logprintf (LOG_NOTQUIET, _(""Cannot open cookies file `%s': %s\n""),
                 file, strerror (errno));","logprintf (LOG_NOTQUIET, _(""Cannot open cookies file %s: %s\n""),
                 quote (file), strerror (errno));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1134.cpp,,,data/crawl/wget/old_hunk_1134.cpp,data/crawl/wget/new_hunk_1134.cpp,3,3,"logprintf (LOG_NOTQUIET, _(""Error writing to `%s': %s\n""),
               file, strerror (errno));","logprintf (LOG_NOTQUIET, _(""Error writing to %s: %s\n""),
               quote (file), strerror (errno));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1134.cpp,,,data/crawl/wget/old_hunk_1134.cpp,data/crawl/wget/new_hunk_1134.cpp,6,6,"logprintf (LOG_NOTQUIET, _(""Error closing `%s': %s\n""),
               file, strerror (errno));","logprintf (LOG_NOTQUIET, _(""Error closing %s: %s\n""),
               quote (file), strerror (errno));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1135.cpp,,,data/crawl/wget/old_hunk_1135.cpp,data/crawl/wget/new_hunk_1135.cpp,3,3,"logprintf (LOG_NOTQUIET, _(""%s: The certificate of `%s' is not trusted.\n""),
                 severity, escnonprint (host));","logprintf (LOG_NOTQUIET, _(""%s: The certificate of %s is not trusted.\n""),
                 severity, quote (escnonprint (host)));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1135.cpp,,,data/crawl/wget/old_hunk_1135.cpp,data/crawl/wget/new_hunk_1135.cpp,9,9,"logprintf (LOG_NOTQUIET, _(""%s: The certificate of `%s' hasn't got a known issuer.\n""),
                 severity, escnonprint (host));","logprintf (LOG_NOTQUIET, _(""%s: The certificate of %s hasn't got a known issuer.\n""),
                 severity, quote (escnonprint (host)));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1135.cpp,,,data/crawl/wget/old_hunk_1135.cpp,data/crawl/wget/new_hunk_1135.cpp,15,15,"logprintf (LOG_NOTQUIET, _(""%s: The certificate of `%s' has been revoked.\n""),
                 severity, escnonprint (host));","logprintf (LOG_NOTQUIET, _(""%s: The certificate of %s has been revoked.\n""),
                 severity, quote (escnonprint (host)));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1136.cpp,,,data/crawl/wget/old_hunk_1136.cpp,data/crawl/wget/new_hunk_1136.cpp,3,3,"fprintf (stderr, _(""%s: Unknown command `%s' in %s at line %d.\n""),
                   exec_name, com, file, ln);","fprintf (stderr, _(""%s: Unknown command %s in %s at line %d.\n""),
                   exec_name, quote (com), file, ln);","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1137.cpp,,,data/crawl/wget/old_hunk_1137.cpp,data/crawl/wget/new_hunk_1137.cpp,2,2,"fprintf (stderr, _(""\
%s: Warning: Both system and user wgetrc point to `%s'.\n""),
               exec_name, file);","fprintf (stderr, _(""\
%s: Warning: Both system and user wgetrc point to %s.\n""),
               exec_name, quote (file));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1139.cpp,,,data/crawl/wget/old_hunk_1139.cpp,data/crawl/wget/new_hunk_1139.cpp,2,2,"fprintf (stderr,
               _(""%s: %s: Invalid boolean `%s'; use `on' or `off'.\n""),
               exec_name, com, val);","fprintf (stderr,
               _(""%s: %s: Invalid boolean %s; use `on' or `off'.\n""),
               exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1140.cpp,,,data/crawl/wget/old_hunk_1140.cpp,data/crawl/wget/new_hunk_1140.cpp,3,3,"fprintf (stderr, _(""%s: %s: Invalid number `%s'.\n""),
               exec_name, com, val);","fprintf (stderr, _(""%s: %s: Invalid number %s.\n""),
               exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1144.cpp,,,data/crawl/wget/old_hunk_1144.cpp,data/crawl/wget/new_hunk_1144.cpp,3,3,"fprintf (stderr, _(""%s: %s: Invalid value `%s'.\n""), exec_name, com, val);","fprintf (stderr, _(""%s: %s: Invalid value %s.\n""), exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1145.cpp,,,data/crawl/wget/old_hunk_1145.cpp,data/crawl/wget/new_hunk_1145.cpp,3,3,"fprintf (stderr, _(""%s: %s: Invalid header `%s'.\n""),
               exec_name, com, val);","fprintf (stderr, _(""%s: %s: Invalid header %s.\n""),
               exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1146.cpp,,,data/crawl/wget/old_hunk_1146.cpp,data/crawl/wget/new_hunk_1146.cpp,3,3,"fprintf (stderr, _(""%s: %s: Invalid value `%s'.\n""), exec_name, com, val);","fprintf (stderr, _(""%s: %s: Invalid value %s.\n""), exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1147.cpp,,,data/crawl/wget/old_hunk_1147.cpp,data/crawl/wget/new_hunk_1147.cpp,3,3,"fprintf (stderr, _(""%s: %s: Invalid progress type `%s'.\n""),
               exec_name, com, val);","fprintf (stderr, _(""%s: %s: Invalid progress type %s.\n""),
               exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1148.cpp,,,data/crawl/wget/old_hunk_1148.cpp,data/crawl/wget/new_hunk_1148.cpp,2,2,"fprintf (stderr,
                   _(""%s: %s: Invalid restriction `%s', use [unix|windows],[lowercase|uppercase],[nocontrol].\n""),
                   exec_name, com, val);","fprintf (stderr,
                   _(""%s: %s: Invalid restriction %s, use [unix|windows],[lowercase|uppercase],[nocontrol].\n""),
                   exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1149.cpp,,,data/crawl/wget/old_hunk_1149.cpp,data/crawl/wget/new_hunk_1149.cpp,3,3,"fprintf (stderr, _(""%s: %s: Invalid value `%s'.\n""), exec_name, com, val);","fprintf (stderr, _(""%s: %s: Invalid value %s.\n""), exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1150.cpp,,,data/crawl/wget/old_hunk_1150.cpp,data/crawl/wget/new_hunk_1150.cpp,3,3,"fprintf (stderr, _(""%s: %s: Invalid value `%s'.\n""),
               exec_name, com, val);","fprintf (stderr, _(""%s: %s: Invalid value %s.\n""),
               exec_name, com, quote (val));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1151.cpp,,,data/crawl/wget/old_hunk_1151.cpp,data/crawl/wget/new_hunk_1151.cpp,3,3,"fprintf (stderr, _(""\n%s received, redirecting output to `%s'.\n""),
               redirect_request_signal_name, logfile);","fprintf (stderr, _(""\n%s received, redirecting output to %s.\n""),
               redirect_request_signal_name, quote (logfile));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1153.cpp,,,data/crawl/wget/old_hunk_1153.cpp,data/crawl/wget/new_hunk_1153.cpp,2,2,"logprintf (LOG_NOTQUIET,
                 _(""%s: cannot verify %s's certificate, issued by `%s':\n""),
                 severity, escnonprint (host), escnonprint (issuer));","logprintf (LOG_NOTQUIET,
                 _(""%s: cannot verify %s's certificate, issued by %s:\n""),
                 severity, escnonprint (host), quote (escnonprint (issuer)));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1155.cpp,,,data/crawl/wget/old_hunk_1155.cpp,data/crawl/wget/new_hunk_1155.cpp,2,2,"fprintf (stderr,
             _(""Invalid dot style specification `%s'; leaving unchanged.\n""),
             params);","fprintf (stderr,
             _(""Invalid dot style specification %s; leaving unchanged.\n""),
             quote (params));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=2e2ac6ad2fc90eaf46ae5fee0bc4f61dd97b4284,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1157.cpp,,,data/crawl/wget/old_hunk_1157.cpp,data/crawl/wget/new_hunk_1157.cpp,3,3,"logprintf (LOG_VERBOSE, _(""Failed to unlink symlink `%s': %s\n""),
                   file, strerror (errno));","logprintf (LOG_VERBOSE, _(""Failed to unlink symlink %s: %s\n""),
                   quote (file), strerror (errno));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1350.cpp,,,data/crawl/wget/old_hunk_1350.cpp,data/crawl/wget/new_hunk_1350.cpp,3,3,"logprintf (LOG_NOTQUIET, _(""POST data file `%s' missing: %s\n""),
                         opt.post_file_name, strerror (errno));","logprintf (LOG_NOTQUIET, _(""POST data file %s missing: %s\n""),
                         quote (opt.post_file_name), strerror (errno));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1355.cpp,,,data/crawl/wget/old_hunk_1355.cpp,data/crawl/wget/new_hunk_1355.cpp,3,3,"logprintf (LOG_NOTQUIET, _(""Cannot write to `%s' (%s).\n""),
                     hstat.local_file, strerror (errno));","logprintf (LOG_NOTQUIET, _(""Cannot write to %s (%s).\n""),
                     quote (hstat.local_file), strerror (errno));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1357.cpp,,,data/crawl/wget/old_hunk_1357.cpp,data/crawl/wget/new_hunk_1357.cpp,2,2,"logprintf (LOG_VERBOSE,
                         _(""%s (%s) - `%s' saved [%s/%s]\n\n""),
                         tms, tmrate, hstat.local_file,
                         number_to_static_string (hstat.len),
                         number_to_static_string (hstat.contlen));","logprintf (LOG_VERBOSE,
                         _(""%s (%s) - %s saved [%s/%s]\n\n""),
                         tms, tmrate, quote (hstat.local_file),
                         number_to_static_string (hstat.len),
                         number_to_static_string (hstat.contlen));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1358.cpp,,,data/crawl/wget/old_hunk_1358.cpp,data/crawl/wget/new_hunk_1358.cpp,2,2,"logprintf (LOG_VERBOSE,
                             _(""%s (%s) - `%s' saved [%s]\n\n""),
                             tms, tmrate, hstat.local_file,
                             number_to_static_string (hstat.len));","logprintf (LOG_VERBOSE,
                             _(""%s (%s) - %s saved [%s]\n\n""),
                             tms, tmrate, quote (hstat.local_file),
                             number_to_static_string (hstat.len));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1361.cpp,,,data/crawl/wget/old_hunk_1361.cpp,data/crawl/wget/new_hunk_1361.cpp,3,3,"logprintf (LOG_NOTQUIET, _(""No such file or directory `%s'.\n\n""),
                     ""."");","logprintf (LOG_NOTQUIET, _(""No such file or directory %s.\n\n""),
                     quote ("".""));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1364.cpp,,,data/crawl/wget/old_hunk_1364.cpp,data/crawl/wget/new_hunk_1364.cpp,3,3,"logprintf (LOG_VERBOSE, _(""%s (%s) - `%s' saved [%s]\n\n""),
                   tms, tmrate, locf, number_to_static_string (len));","logprintf (LOG_VERBOSE, _(""%s (%s) - %s saved [%s]\n\n""),
                   tms, tmrate, quote (locf), number_to_static_string (len));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1365.cpp,,,data/crawl/wget/old_hunk_1365.cpp,data/crawl/wget/new_hunk_1365.cpp,3,3,"logprintf (LOG_VERBOSE, _(""Removed `%s'.\n""), lf);","logprintf (LOG_VERBOSE, _(""Removed %s.\n""), quote (lf));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1373.cpp,,,data/crawl/wget/old_hunk_1373.cpp,data/crawl/wget/new_hunk_1373.cpp,2,2,"logprintf (LOG_NOTQUIET,
                                 _(""Wrote HTML-ized index to `%s' [%s].\n""),
                                 filename, number_to_static_string (sz));","logprintf (LOG_NOTQUIET,
                                 _(""Wrote HTML-ized index to %s [%s].\n""),
                                 quote (filename), number_to_static_string (sz));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=8e9648a972b88fa6eb2293383bd281c6021394d2,14 Apr 2008,"Import ""quote"" module from gnulib; update the rest.
",4490,data/crawl/wget/hunk_1373.cpp,,,data/crawl/wget/old_hunk_1373.cpp,data/crawl/wget/new_hunk_1373.cpp,7,7,"logprintf (LOG_NOTQUIET,
                               _(""Wrote HTML-ized index to `%s'.\n""),
                               filename);","logprintf (LOG_NOTQUIET,
                               _(""Wrote HTML-ized index to %s.\n""),
                               quote (filename));","[""updateContent"", ""addVariable""]","[[], [""quote""]]",[-453826349353749559],1535
