url,date,title,changes,file_name,reason_for_consistence,is_trivial,old_hunk_file,new_hunk_file,old_loc,new_loc,old_log,new_log,edit_types,edit_words,edit_feature,cluster,wait_time,cluster_size
https://github.com/collectd/collectd/commit/45edddd42012056e61fc167b1fcc8fa9455eac94,19 May 2006,"apcups.c:
- Improved the `do_pthreads_status' function to not have the same code 10 times (or so).",135,data/crawl/collectd/hunk_520.cpp,,,data/crawl/collectd/old_hunk_520.cpp,data/crawl/collectd/new_hunk_520.cpp,30,-1,"fprintf(stdout,""  Value %s.\n"",tokptr);",,"[""removeLog""]","[[""fprintf"", ""stdout"", ""Value"", ""%s"", ""\\n"", ""tokptr""], []]",[19795710462084339451],951,0.0,7
https://github.com/collectd/collectd/commit/f96813067819f4a8d6752af11f741b599b3d1651,11 Nov 2009,Proper exception logging.,110,data/crawl/collectd/hunk_296.cpp,,,data/crawl/collectd/old_hunk_296.cpp,data/crawl/collectd/new_hunk_296.cpp,-1,3,,"cpy_log_exception(""python initialization"");","[""addLog""]","[[], [""cpy_log_exception"", ""python"", ""initialization""]]",[-14842936999888728224],950,0.0,7
https://github.com/collectd/collectd/commit/112e161c8cfab6e3edb3a4cff25c13379fed5534,05 Jan 2010,python: Made the plugin unicode save.,124,data/crawl/collectd/hunk_262.cpp,,,data/crawl/collectd/old_hunk_262.cpp,data/crawl/collectd/new_hunk_262.cpp,-1,16,,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type);","[""addLog""]","[[], [""PyErr_Format"", ""PyExc_TypeError"", ""Dataset"", ""%s"", ""not"", ""found"", ""type""]]",[20001828572106125783],949,50640.0,6
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,819,,"printf("" %s >< %s"", a1, a2);","[""addLog""]","[[], [""printf"", ""%s"", ""%s"", ""a1"", ""a2""]]",[7271713760956872054],948,720.0,6
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,861,-1,"printf("" %s >< %s"", a1, a2);",,"[""removeLog""]","[[""printf"", ""%s"", ""%s"", ""a1"", ""a2""], []]",[-7271713760956872054],947,0.0,6
https://github.com/collectd/collectd/commit/e1da538180881c6dcc1d686e504128327a1f56b9,14 Oct 2012,python: Fix memory leaks.,228,data/crawl/collectd/hunk_171.cpp,,,data/crawl/collectd/old_hunk_171.cpp,data/crawl/collectd/new_hunk_171.cpp,9,16,"PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", type);","PyErr_Format(PyExc_TypeError, ""Dataset %s not found"", value_list.type);","[""removeVariable"", ""addVariable""]","[[], [""value_list""]]",[3093710871759197000],946,0.0,6
https://github.com/collectd/collectd/commit/ebbe15f56430838df4397150f6c3089d5851216d,26 Mar 2008,"utils_cmd_*: Terminate all lines printed to the socket with newline.

This is a backport of 1ca0b79a4274784e4cc15d45e46e2cfa0c2039cf.

Signed-off-by: Sebastian Harl <sh@tokkee.org>
Signed-off-by: Florian Forster <octo@huhu.verplant.org>",10,data/crawl/collectd/hunk_381.cpp,,,data/crawl/collectd/old_hunk_381.cpp,data/crawl/collectd/new_hunk_381.cpp,3,3,"fprintf (fh, ""-1 Error parsing option `%s'"", fields[i]);","fprintf (fh, ""-1 Error parsing option `%s'\n"", fields[i]);","[""updateContent""]","[[], [""\\n""]]",[11776070748106360],945,0.0,5
https://github.com/collectd/collectd/commit/d1125cb9d1bbe3bd77f90366bf64b44904f69e54,08 Nov 2008,"collectd-nagios: Use `libcollectdclient' and various improvements.

The improvements include:
- Copyright and license header.
- More consistent output.
- Frees some more memory that was allocated..
- Better standards compliance.
- Make all functions `static' (except `main', of course).
- Use `%g' instead of `%lf' to print floating point values.",416,data/crawl/collectd/hunk_358.cpp,,,data/crawl/collectd/old_hunk_358.cpp,data/crawl/collectd/new_hunk_358.cpp,-1,5,,"printf (""WARNING: No defined values found\n"");","[""addLog""]","[[], [""printf"", ""WARNING"", ""No"", ""defined"", ""values"", ""found\\n""]]",[12626062080601662814],944,468000.0,4
https://github.com/collectd/collectd/commit/cd3a0c6f7928a34da21f670f627e8e8a21943546,09 Dec 2008,"collectd-nagios: If DSs are specified, sort the values accordingly.

If a user specifies DSs on the command line, the order or the values might
matter (e.g. when using the upcoming ""percentage"" consolidation function). So,
in this case we now order the values according to the order of the specified
DSs.

This patch replaces the function ignore_ds() with filter_ds() which is called
once in do_check(). This removes the need to check for ignored values in all
consolidation function implementations.",90,data/crawl/collectd/hunk_352.cpp,,,data/crawl/collectd/old_hunk_352.cpp,data/crawl/collectd/new_hunk_352.cpp,-1,17,,"fprintf (stderr, ""malloc failed: %s\n"", strerror (errno));","[""addLog""]","[[], [""fprintf"", ""stderr"", ""malloc"", ""failed"", ""%s\\n"", ""strerror"", ""errno""]]",[-7693798041612465915],943,490320.0,4
https://github.com/collectd/collectd/commit/99364c70a7039ed496dbe429fb86ee41e464fc76,03 Apr 2011,"iptables plugin: Remove the shipped version of libiptc.

Since libiptc is now publicly available as a shared library, we don't really
have any need to ship it with collectd anymore.",5264,data/crawl/collectd/hunk_201.cpp,,,data/crawl/collectd/old_hunk_201.cpp,data/crawl/collectd/new_hunk_201.cpp,166,-1,"printf(""%d"", len);",,"[""removeLog""]","[[""printf"", ""%d"", ""len""], []]",[-14755358748724818990],942,1074240.0,4
https://github.com/collectd/collectd/commit/99364c70a7039ed496dbe429fb86ee41e464fc76,03 Apr 2011,"iptables plugin: Remove the shipped version of libiptc.

Since libiptc is now publicly available as a shared library, we don't really
have any need to ship it with collectd anymore.",5264,data/crawl/collectd/hunk_200.cpp,,,data/crawl/collectd/old_hunk_200.cpp,data/crawl/collectd/new_hunk_200.cpp,187,-1,"printf(""error=`%s'\n"", t->data);",,"[""removeLog""]","[[""printf"", ""error"", ""%s"", ""\\n"", ""t"", ""data""], []]",[-6720392809562806197],941,1074240.0,4
https://github.com/collectd/collectd/commit/99364c70a7039ed496dbe429fb86ee41e464fc76,03 Apr 2011,"iptables plugin: Remove the shipped version of libiptc.

Since libiptc is now publicly available as a shared library, we don't really
have any need to ship it with collectd anymore.",5264,data/crawl/collectd/hunk_200.cpp,,,data/crawl/collectd/old_hunk_200.cpp,data/crawl/collectd/new_hunk_200.cpp,185,-1,"printf(""verdict=%u\n"", pos);",,"[""removeLog""]","[[""printf"", ""verdict"", ""%u\\n"", ""pos""], []]",[-11130951458288192564],940,1074240.0,4
https://github.com/collectd/collectd/commit/99364c70a7039ed496dbe429fb86ee41e464fc76,03 Apr 2011,"iptables plugin: Remove the shipped version of libiptc.

Since libiptc is now publicly available as a shared library, we don't really
have any need to ship it with collectd anymore.",5264,data/crawl/collectd/hunk_200.cpp,,,data/crawl/collectd/old_hunk_200.cpp,data/crawl/collectd/new_hunk_200.cpp,173,-1,"printf(""Target name: `%s' [%u]\n"", t->u.user.name, t->u.target_size);",,"[""removeLog""]","[[""printf"", ""Target"", ""name"", ""%s"", ""[%u]\\n"", ""t"", ""u"", ""user"", ""name"", ""t"", ""u"", ""target_size""], []]",[13998123860762750433],939,1074240.0,4
https://github.com/collectd/collectd/commit/99364c70a7039ed496dbe429fb86ee41e464fc76,03 Apr 2011,"iptables plugin: Remove the shipped version of libiptc.

Since libiptc is now publicly available as a shared library, we don't really
have any need to ship it with collectd anymore.",5264,data/crawl/collectd/hunk_200.cpp,,,data/crawl/collectd/old_hunk_200.cpp,data/crawl/collectd/new_hunk_200.cpp,166,-1,"printf(""Counters: %llu packets, %llu bytes\n"",
	       (unsigned long long)e->counters.pcnt, (unsigned long long)e->counters.bcnt);",,"[""removeLog""]","[[""printf"", ""Counters"", ""%llu"", ""packets"", ""%llu"", ""bytes\\n"", ""unsigned"", ""long"", ""long"", ""e"", ""counters"", ""pcnt"", ""unsigned"", ""long"", ""long"", ""e"", ""counters"", ""bcnt""], []]",[-5440441793197685850],938,1074240.0,4
https://github.com/collectd/collectd/commit/99364c70a7039ed496dbe429fb86ee41e464fc76,03 Apr 2011,"iptables plugin: Remove the shipped version of libiptc.

Since libiptc is now publicly available as a shared library, we don't really
have any need to ship it with collectd anymore.",5264,data/crawl/collectd/hunk_200.cpp,,,data/crawl/collectd/old_hunk_200.cpp,data/crawl/collectd/new_hunk_200.cpp,151,-1,"printf(""Entry %u (%lu):\n"", iptcb_entry2index(handle, e),
	       iptcb_entry2offset(handle, e));",,"[""removeLog""]","[[""printf"", ""Entry"", ""%u"", ""%lu"", ""\\n"", ""iptcb_entry2index"", ""handle"", ""e"", ""iptcb_entry2offset"", ""handle"", ""e""], []]",[-16304182402726198819],937,1074240.0,4
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,617,,"printf("" port %u"", p1);","[""addLog""]","[[], [""printf"", ""port"", ""%u"", ""p1""]]",[11399045443309582703],936,720.0,4
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,426,,"printf("" global"");","[""addLog""]","[[], [""printf"", ""global""]]",[3308202519487908130],935,720.0,4
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,300,,"printf("" on ! %s"", r->ifname);","[""addLog""]","[[], [""printf"", ""on"", ""%s"", ""r"", ""ifname""]]",[5740704984773001603],934,720.0,4
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,257,,"printf(""(%s)"", ic6->name);","[""addLog""]","[[], [""printf"", ""%s"", ""ic6"", ""name""]]",[-4479797274679857961],933,720.0,4
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,255,,"printf(""(%u)"", r->return_icmp6 & 255);","[""addLog""]","[[], [""printf"", ""%u"", ""r"", ""return_icmp6"", ""&"", ""255""]]",[4872133785150696032],932,720.0,4
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,250,,"printf(""(%s)"", ic->name);","[""addLog""]","[[], [""printf"", ""%s"", ""ic"", ""name""]]",[3089007176917027700],931,720.0,4
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,248,,"printf(""(%u)"", r->return_icmp & 255);","[""addLog""]","[[], [""printf"", ""%u"", ""r"", ""return_icmp"", ""&"", ""255""]]",[3956295685272056069],930,720.0,4
https://github.com/collectd/collectd/commit/6ea5e41d656b162d8614cc1af3efd50ed5424950,17 Apr 2011,pf plugin: also support OpenBSD 4.9/Current,1038,data/crawl/collectd/hunk_197.cpp,,,data/crawl/collectd/old_hunk_197.cpp,data/crawl/collectd/new_hunk_197.cpp,-1,246,,"printf("" return-icmp"");","[""addLog""]","[[], [""printf"", ""return"", ""icmp""]]",[5084756166278527670],929,720.0,4
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,671,-1,"printf("" port %u"", p1);",,"[""removeLog""]","[[""printf"", ""port"", ""%u"", ""p1""], []]",[-11399045443309582703],928,0.0,4
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,429,-1,"printf("" global"");",,"[""removeLog""]","[[""printf"", ""global""], []]",[-3308202519487908130],927,0.0,4
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,299,-1,"printf("" on ! %s"", r->ifname);",,"[""removeLog""]","[[""printf"", ""on"", ""%s"", ""r"", ""ifname""], []]",[-5740704984773001603],926,0.0,4
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,258,-1,"printf(""(%s)"", ic6->name);",,"[""removeLog""]","[[""printf"", ""%s"", ""ic6"", ""name""], []]",[4479797274679857961],925,0.0,4
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,256,-1,"printf(""(%u)"", r->return_icmp6 & 255);",,"[""removeLog""]","[[""printf"", ""%u"", ""r"", ""return_icmp6"", ""&"", ""255""], []]",[-4872133785150696032],924,0.0,4
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,251,-1,"printf(""(%s)"", ic->name);",,"[""removeLog""]","[[""printf"", ""%s"", ""ic"", ""name""], []]",[-3089007176917027700],923,0.0,4
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,249,-1,"printf(""(%u)"", r->return_icmp & 255);",,"[""removeLog""]","[[""printf"", ""%u"", ""r"", ""return_icmp"", ""&"", ""255""], []]",[-3956295685272056069],922,0.0,4
https://github.com/collectd/collectd/commit/3e394c1f397de774d4b33e9c29aab5676e5d8832,22 Apr 2011,pf plugin: define generation new/old depend on OpenBSD Version,2100,data/crawl/collectd/hunk_193.cpp,,,data/crawl/collectd/old_hunk_193.cpp,data/crawl/collectd/new_hunk_193.cpp,247,-1,"printf("" return-icmp"");",,"[""removeLog""]","[[""printf"", ""return"", ""icmp""], []]",[-5084756166278527670],921,0.0,4
https://github.com/collectd/collectd/commit/7383e7cf33edb331e0ec64ba2c1f67b297856dc8,01 Apr 2016,liboconfig: malloc + memset -> calloc,11,data/crawl/collectd/hunk_111.cpp,,,data/crawl/collectd/old_hunk_111.cpp,data/crawl/collectd/new_hunk_111.cpp,6,6,"fprintf (stderr, ""malloc failed.\n"");","fprintf (stderr, ""calloc failed.\n"");","[""updateContent""]","[[""malloc""], [""calloc""]]",[726483826770663510],920,1440.0,4
https://github.com/collectd/collectd/commit/6e6c1eecf05ac8bc9e59b0967cb87e578253d5a0,25 Sep 2016,"command parser: Add support for the GETVAL command.

Implement the generic interface for GETVAL and switch the GETVAL
implementation to use the generic interface.",182,data/crawl/collectd/hunk_76.cpp,,,data/crawl/collectd/old_hunk_76.cpp,data/crawl/collectd/new_hunk_76.cpp,-1,72,,"cmd_error (CMD_UNKNOWN_COMMAND, &err,
	""Unexpected command: `%s'."", CMD_TO_STRING (cmd.type));","[""addLog""]","[[], [""cmd_error"", ""CMD_UNKNOWN_COMMAND"", ""&err"", ""Unexpected"", ""command"", ""%s"", ""CMD_TO_STRING"", ""cmd"", ""type""]]",[-1134001138038500100],919,0.0,4
https://github.com/collectd/collectd/commit/619adc097bbc8f26e846db9a6cdfcb0322ba9944,12 May 2017,"src/utils_cmd_putval.c: Fix multi-value PUTVAL.

vl.values was allocated outside of the loop and then copied into each
ret_putval->vl[]. This means that later values overwrote the values
stored in previous ret_putval->vl[].",36,data/crawl/collectd/hunk_38.cpp,,,data/crawl/collectd/old_hunk_38.cpp,data/crawl/collectd/new_hunk_38.cpp,-1,6,,"cmd_error(CMD_ERROR, err, ""malloc failed."");","[""addLog""]","[[], [""cmd_error"", ""CMD_ERROR"", ""err"", ""malloc"", ""failed""]]",[-25722487241109501475],917,82440.0,4
https://github.com/collectd/collectd/commit/569a23ffadffa658bd7af8c58be6f36e4e8a6854,10 Jun 2006,octo@casella:~/collectd $ svn merge -r753:807 trunk branches/processes,2143,data/crawl/collectd/hunk_509.cpp,,,data/crawl/collectd/old_hunk_509.cpp,data/crawl/collectd/new_hunk_509.cpp,-1,119,,"printf(""apcups: Failed...\n"");","[""addLog""]","[[], [""printf"", ""apcups"", ""Failed"", ""\\n""]]",[6517545720927913590],916,16320.0,3
https://github.com/collectd/collectd/commit/108c20b23f2ca3d0ae67a44dfd8da31a7db7544c,11 Feb 2007,"Changed from the old `libconfig' to the new `liboconfig'.

Much work lies in front of us.. :/",1437,data/crawl/collectd/hunk_471.cpp,,,data/crawl/collectd/old_hunk_471.cpp,data/crawl/collectd/new_hunk_471.cpp,302,-1,"fprintf (stderr, ERR_NEEDS_SECTION, shortvar);",,"[""removeLog""]","[[""fprintf"", ""stderr"", ""ERR_NEEDS_SECTION"", ""shortvar""], []]",[15396723425136558495],915,213120.0,3
https://github.com/collectd/collectd/commit/276490e1d23db4c7db710075954655583c728e3e,12 Feb 2007,Removed `src/libconfig/*'.,2235,data/crawl/collectd/hunk_464.cpp,,,data/crawl/collectd/old_hunk_464.cpp,data/crawl/collectd/new_hunk_464.cpp,345,-1,"fprintf(stderr, ""Error processing command (command was valid, but an error occured, errno was set)\n"");",,"[""removeLog""]","[[""fprintf"", ""stderr"", ""Error"", ""processing"", ""command"", ""command"", ""was"", ""valid"", ""but"", ""an"", ""error"", ""occured"", ""errno"", ""was"", ""set"", ""\\n""], []]",[-11570070399454792699],914,0.0,3
https://github.com/collectd/collectd/commit/276490e1d23db4c7db710075954655583c728e3e,12 Feb 2007,Removed `src/libconfig/*'.,2235,data/crawl/collectd/hunk_464.cpp,,,data/crawl/collectd/old_hunk_464.cpp,data/crawl/collectd/new_hunk_464.cpp,338,-1,"fprintf(stderr, ""Invalid command: \""%s\""\n"", cmd);",,"[""removeLog""]","[[""fprintf"", ""stderr"", ""Invalid"", ""command"", ""\\"", ""%s\\"", ""\\n"", ""cmd""], []]",[20102511200863750345],913,0.0,3
https://github.com/collectd/collectd/commit/6e779261c08a8996ed476d23638fc62ad867fa5f,23 Aug 2007,"exec and unixsock plugin: Move the shared `PUTVAL' code into src/utils_cmd_putval.[ch].

The putval code itself has been extended to allow `options' which can currently
be used to set the interval of the value-list(s) being submitted. Also,
submiting multiple value-lists in one command has been implemented. The
manpages should be up to date.",560,data/crawl/collectd/hunk_414.cpp,,,data/crawl/collectd/old_hunk_414.cpp,data/crawl/collectd/new_hunk_414.cpp,-1,143,,"fprintf (fh, ""-1 Cannot parse identifier.\n"");","[""addLog""]","[[], [""fprintf"", ""fh"", ""1"", ""Cannot"", ""parse"", ""identifier"", ""\\n""]]",[-2315965906722351118],912,72000.0,3
https://github.com/collectd/collectd/commit/963766d0bcbbcdaeb7ebf567046c613455133666,23 Jan 2008,"src/utils_cmd_putnotif.[ch]: Added a new module which handles parsing of notifications from some command line or similar.

Of course, this is similar to the `utils_cmd_putval' module.",202,data/crawl/collectd/hunk_394.cpp,,,data/crawl/collectd/old_hunk_394.cpp,data/crawl/collectd/new_hunk_394.cpp,-1,163,,"fprintf (fh, ""0 Success\n"");","[""addLog""]","[[], [""fprintf"", ""fh"", ""0"", ""Success\\n""]]",[-1294967653535268681],911,217440.0,3
https://github.com/collectd/collectd/commit/f5edd182195cb7a13fa32846ae869a8b8dcc1e3f,19 Dec 2008,"Do not use *printf() to report errors / debugging messages.

The only exception to that is during configuration (which is done before
daemonization) to let the user know about problems immediately.",29,data/crawl/collectd/hunk_336.cpp,,,data/crawl/collectd/old_hunk_336.cpp,data/crawl/collectd/new_hunk_336.cpp,3,3,"fprintf (stderr, ""ERROR: %s:%i: ksp == NULL\n"", __FILE__, __LINE__);","ERROR (""ERROR: %s:%i: ksp == NULL\n"", __FILE__, __LINE__);","[""updateLog"", ""removeVariable""]","[[""fprintf"", ""stderr""], [""ERROR""]]",[22210794069444832109],910,0.0,3
