url,date,title,changes,file_name,patch_type,other_info,old_hunk_file,new_hunk_file,old_loc,new_loc,old_log,new_log,edit_types,edit_words,edit_feature,cluster,wait_time
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_216.cpp,,,data/crawl/tar/old_hunk_216.cpp,data/crawl/tar/new_hunk_216.cpp,7,7,"report_difference (_(""Symlink differs""));","report_difference (&current_stat_info, _(""Symlink differs""));","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_217.cpp,,,data/crawl/tar/old_hunk_217.cpp,data/crawl/tar/new_hunk_217.cpp,3,3,"report_difference (_(""File type differs""));","report_difference (&current_stat_info, _(""File type differs""));","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_218.cpp,,,data/crawl/tar/old_hunk_218.cpp,data/crawl/tar/new_hunk_218.cpp,3,3,"report_difference (_(""Device number differs""));","report_difference (&current_stat_info, _(""Device number differs""));","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_218.cpp,,,data/crawl/tar/old_hunk_218.cpp,data/crawl/tar/new_hunk_218.cpp,9,9,"report_difference (_(""Mode differs""));","report_difference (&current_stat_info, _(""Mode differs""));","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_219.cpp,,,data/crawl/tar/old_hunk_219.cpp,data/crawl/tar/new_hunk_219.cpp,3,3,"report_difference (_(""File type differs""));","report_difference (&current_stat_info, _(""File type differs""));","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_219.cpp,,,data/crawl/tar/old_hunk_219.cpp,data/crawl/tar/new_hunk_219.cpp,9,9,"report_difference (_(""Mode differs""));","report_difference (&current_stat_info, _(""Mode differs""));","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_220.cpp,,,data/crawl/tar/old_hunk_220.cpp,data/crawl/tar/new_hunk_220.cpp,3,3,"report_difference (_(""File type differs""));","report_difference (&current_stat_info, _(""File type differs""));","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_221.cpp,,,data/crawl/tar/old_hunk_221.cpp,data/crawl/tar/new_hunk_221.cpp,3,3,"report_difference (_(""Size differs""));","report_difference (&current_stat_info, _(""Size differs""));","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_222.cpp,,,data/crawl/tar/old_hunk_222.cpp,data/crawl/tar/new_hunk_222.cpp,3,3,report_difference (NULL);,"report_difference (&current_stat_info, NULL);","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=bb798080beec25634f7552934324b5f5c995707f,17 Nov 2003,"(diff_archive): Use sparse_diff_file.
",67,data/crawl/tar/hunk_223.cpp,,,data/crawl/tar/old_hunk_223.cpp,data/crawl/tar/new_hunk_223.cpp,3,3,report_difference (NULL);,"report_difference (&current_stat_info, NULL);","[""addVariable""]","[[], [""&current_stat_info""]]",[6190982474121776615],595,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,96,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,317,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,347,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,414,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,525,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,574,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,608,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,755,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=799e915cd3a889058eeefeaa25391cfe1eae7c3a,15 Apr 1997,"GNU tar 1.12
",1052,data/crawl/tar/hunk_484.cpp,,,data/crawl/tar/old_hunk_484.cpp,data/crawl/tar/new_hunk_484.cpp,-1,765,,report_difference (NULL);,"[""addLog""]","[[], [""report_difference"", ""NULL""]]",[-3487817939530578388],594,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=debc485626c0c143731b0ca229d18b48085bb2ef,18 Jan 2012,"tar: quote 'like this', not `like this'

This fixes some test failures recently introduced by gnulib updates
prompted by recent changes to the GNU coding standards,
which now advise to use quotes 'like this' or ""like this""
rather than `like this'.
* NEWS: Document this.
* README, README-hacking, doc/Makefile.am, scripts/backup.in:
* scripts/backup.sh.in, scripts/dump-remind.in:
* src/buffer.c, src/checkpoint.c, src/create.c, src/incremen.c:
* src/misc.c, src/names.c, src/sparse.c, src/transform.c:
* tests/incr02.at, tests/incremental.at, tests/multiv08.at:
* tests/sparse04.at, tests/star/README, tests/update01.at:
Quote 'like this' in comments.
* src/tar.h:
Quote ""like this"" in comments, when quoting English phrases rather
than code.
* configure.ac:
* scripts/xsparse.c (get_var, read_xheader, main):
* src/compare.c (diff_archive):
* src/extract.c (prepare_to_extract):
* src/tar.c (request_stdin, tar_set_quoting_style, doc, options)
(set_subcommand_option, report_textual_dates, parse_opt)
(decode_options, main):
* src/xheader.c (decx):
Quote 'like this' in diagnostics.
* doc/tar.texi (list, warnings, override)
(Selecting Archive Members, quoting styles, after, hard links)
(Sparse Recovery, Multi-Volume Archives, label):
Adjust documentation to match new output.
* tests/backup01.at, tests/incr01.at, tests/incr04.at:
* tests/label04.at, tests/label05.at, tests/link03.at:
* tests/listed02.at, tests/multiv03.at, tests/multiv05.at:
* tests/rename01.at, tests/rename02.at, tests/rename03.at:
* tests/volume.at:
Adjust tests to match new quoting behavior.",527,data/crawl/tar/hunk_41.cpp,,,data/crawl/tar/old_hunk_41.cpp,data/crawl/tar/new_hunk_41.cpp,3,3,"ERROR ((0, 0, _(""%s: Unknown file type `%c', diffed as normal file""),
	      quotearg_colon (current_stat_info.file_name),
	      current_header->header.typeflag));","ERROR ((0, 0, _(""%s: Unknown file type '%c', diffed as normal file""),
	      quotearg_colon (current_stat_info.file_name),
	      current_header->header.typeflag));","[""updateContent""]","[[], []]",[0],593,"4531 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=debc485626c0c143731b0ca229d18b48085bb2ef,18 Jan 2012,"tar: quote 'like this', not `like this'

This fixes some test failures recently introduced by gnulib updates
prompted by recent changes to the GNU coding standards,
which now advise to use quotes 'like this' or ""like this""
rather than `like this'.
* NEWS: Document this.
* README, README-hacking, doc/Makefile.am, scripts/backup.in:
* scripts/backup.sh.in, scripts/dump-remind.in:
* src/buffer.c, src/checkpoint.c, src/create.c, src/incremen.c:
* src/misc.c, src/names.c, src/sparse.c, src/transform.c:
* tests/incr02.at, tests/incremental.at, tests/multiv08.at:
* tests/sparse04.at, tests/star/README, tests/update01.at:
Quote 'like this' in comments.
* src/tar.h:
Quote ""like this"" in comments, when quoting English phrases rather
than code.
* configure.ac:
* scripts/xsparse.c (get_var, read_xheader, main):
* src/compare.c (diff_archive):
* src/extract.c (prepare_to_extract):
* src/tar.c (request_stdin, tar_set_quoting_style, doc, options)
(set_subcommand_option, report_textual_dates, parse_opt)
(decode_options, main):
* src/xheader.c (decx):
Quote 'like this' in diagnostics.
* doc/tar.texi (list, warnings, override)
(Selecting Archive Members, quoting styles, after, hard links)
(Sparse Recovery, Multi-Volume Archives, label):
Adjust documentation to match new output.
* tests/backup01.at, tests/incr01.at, tests/incr04.at:
* tests/label04.at, tests/label05.at, tests/link03.at:
* tests/listed02.at, tests/multiv03.at, tests/multiv05.at:
* tests/rename01.at, tests/rename02.at, tests/rename03.at:
* tests/volume.at:
Adjust tests to match new quoting behavior.",527,data/crawl/tar/hunk_42.cpp,,,data/crawl/tar/old_hunk_42.cpp,data/crawl/tar/new_hunk_42.cpp,3,3,"argp_error (state, _(""Unknown density: `%c'""), arg[0]);","argp_error (state, _(""Unknown density: '%c'""), arg[0]);","[""updateContent""]","[[], []]",[0],593,"4531 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=debc485626c0c143731b0ca229d18b48085bb2ef,18 Jan 2012,"tar: quote 'like this', not `like this'

This fixes some test failures recently introduced by gnulib updates
prompted by recent changes to the GNU coding standards,
which now advise to use quotes 'like this' or ""like this""
rather than `like this'.
* NEWS: Document this.
* README, README-hacking, doc/Makefile.am, scripts/backup.in:
* scripts/backup.sh.in, scripts/dump-remind.in:
* src/buffer.c, src/checkpoint.c, src/create.c, src/incremen.c:
* src/misc.c, src/names.c, src/sparse.c, src/transform.c:
* tests/incr02.at, tests/incremental.at, tests/multiv08.at:
* tests/sparse04.at, tests/star/README, tests/update01.at:
Quote 'like this' in comments.
* src/tar.h:
Quote ""like this"" in comments, when quoting English phrases rather
than code.
* configure.ac:
* scripts/xsparse.c (get_var, read_xheader, main):
* src/compare.c (diff_archive):
* src/extract.c (prepare_to_extract):
* src/tar.c (request_stdin, tar_set_quoting_style, doc, options)
(set_subcommand_option, report_textual_dates, parse_opt)
(decode_options, main):
* src/xheader.c (decx):
Quote 'like this' in diagnostics.
* doc/tar.texi (list, warnings, override)
(Selecting Archive Members, quoting styles, after, hard links)
(Sparse Recovery, Multi-Volume Archives, label):
Adjust documentation to match new output.
* tests/backup01.at, tests/incr01.at, tests/incr04.at:
* tests/label04.at, tests/label05.at, tests/link03.at:
* tests/listed02.at, tests/multiv03.at, tests/multiv05.at:
* tests/rename01.at, tests/rename02.at, tests/rename03.at:
* tests/volume.at:
Adjust tests to match new quoting behavior.",527,data/crawl/tar/hunk_43.cpp,,,data/crawl/tar/old_hunk_43.cpp,data/crawl/tar/new_hunk_43.cpp,2,2,"argp_error (state,
		  _(""Options `-[0-7][lmh]' not supported by *this* tar""));","argp_error (state,
		  _(""Options '-[0-7][lmh]' not supported by *this* tar""));","[""updateContent""]","[[], []]",[0],593,"4531 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=c9a7297a8a135c0afd8f984b91578a822ba3b04c,26 Jun 2008,"* configure.ac, NEWS: Version 1.20.90 * doc/tar.texi: Document -J,
 --no-auto-compress, etc. * src/buffer.c (ct_tar): New constant. (magic): Add
 lzop support.  Proposed by Kevin Day <thekevinday@gmail.com>.
 (check_compressed_archive): Do not use autodetect if the compression program
 was specified explicitly. Fall back to analyzing archive name, if the
 autodetection fails. * src/suffix.c: Add .lzo * src/tar.c: New options --lzop
 and --no-auto-compress. New short option -J (alias for --lzma).
",171,data/crawl/tar/hunk_78.cpp,,,data/crawl/tar/old_hunk_78.cpp,data/crawl/tar/new_hunk_78.cpp,2,14,/buffer.c (try_new_volume);,/buffer.c (try_new_volume);,[],"[[], []]",[0],593,"3230 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=4ef056729e5dc97952d04590afe33422ff6bb938,11 Jun 2006,"(xheader_set_single_keyword): Fix typo. (decode_time): Avoid using
 gotos.
",51,data/crawl/tar/hunk_116.cpp,,,data/crawl/tar/old_hunk_116.cpp,data/crawl/tar/new_hunk_116.cpp,7,18,"_(""Malformed extended header: invalid %s=%s"");","_(""Malformed extended header: invalid %s=%s"");",[],"[[], []]",[0],593,"2484 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=781d3818e520a7fe6ab1ceb051bc13777f8511d7,7 Apr 2005,"(diff_init): Read directory file if in listed incremental. This
 prevents spurious 'Contents differ' diagnostics. (diff_archive): Minor fixes
 to text messages (diff_file,diff_dumpdir,diff_multivol): Assign
 orig_file_name to save_name uniformly over the program. This fixes matching
 directory names at the start of an archive volume.
",11,data/crawl/tar/hunk_161.cpp,,,data/crawl/tar/old_hunk_161.cpp,data/crawl/tar/new_hunk_161.cpp,3,3,"ERROR ((0, 0, _(""%s: Unknown file type '%c', diffed as normal file""),
	      quotearg_colon (current_stat_info.file_name),
	      current_header->header.typeflag));","ERROR ((0, 0, _(""%s: Unknown file type `%c', diffed as normal file""),
	      quotearg_colon (current_stat_info.file_name),
	      current_header->header.typeflag));","[""updateContent""]","[[], []]",[0],593,"2054 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=62599b528521f9a87f259b0448ada4e33a2d547a,7 Apr 2005,"Minor fixes to text messages. Proposed by Benno Schulenberg.
",18,data/crawl/tar/hunk_162.cpp,,,data/crawl/tar/old_hunk_162.cpp,data/crawl/tar/new_hunk_162.cpp,3,3,"argp_error (state, _(""Unknown density: '%c'""), arg[0]);","argp_error (state, _(""Unknown density: `%c'""), arg[0]);","[""updateContent""]","[[], []]",[0],593,"2054 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=1e2e868af584e5e922948424545f73dc54fb634a,4 Feb 2005,"Add translators' comments
",9,data/crawl/tar/hunk_176.cpp,,,data/crawl/tar/old_hunk_176.cpp,data/crawl/tar/new_hunk_176.cpp,3,4,"ERROR ((0, 0, _(""Archive value %s is out of %s range %s.%s""),
	      value_string, type,
	      minval_string, STRINGIFY_BIGINT (maxval, maxval_buf)));","ERROR ((0, 0, _(""Archive value %s is out of %s range %s..%s""),
	      value_string, type,
	      minval_string, STRINGIFY_BIGINT (maxval, maxval_buf)));","[""updateContent""]","[[], []]",[0],593,"1992 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=2bda83b48d8a6807632312403561b11b79048443,5 Apr 2004,"Merge recent gnulib changes, and remove some lint.
",1583,data/crawl/tar/hunk_199.cpp,,,data/crawl/tar/old_hunk_199.cpp,data/crawl/tar/new_hunk_199.cpp,27,26,"report_difference (&current_stat_info, NULL);","report_difference (&current_stat_info, NULL);",[],"[[], []]",[0],593,"1687 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=096bc2bffd857a690a9364043c33109eee0a53b4,31 Aug 2003,"(decode_header): Added initial support for POSIX extended and STAR
 headers. (skip_member): Check oldgnu_header only if current_format is set to
 OLDGNU_FORMAT.
",136,data/crawl/tar/hunk_276.cpp,,,data/crawl/tar/old_hunk_276.cpp,data/crawl/tar/new_hunk_276.cpp,3,3,"ERROR ((0, 0, _(""Archive value %s is out of %s range %s..%s""),
	      value_string, type,
	      minval_string, STRINGIFY_BIGINT (maxval, maxval_buf)));","ERROR ((0, 0, _(""Archive value %s is out of %s range %s.%s""),
	      value_string, type,
	      minval_string, STRINGIFY_BIGINT (maxval, maxval_buf)));","[""updateContent""]","[[], []]",[0],593,"1469 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=df2ff9e4e495a32a962f6a1e61cca714503cbed3,13 Dec 1999,"(read_and, list_archive): Quote arbitrary strings in diagnostics.
 (from_header): Use locale_quoting_style to quote diagnostics. (print_header,
 print_for_mkdir): Quote with quotearg, not quote_copy_string.
",66,data/crawl/tar/hunk_349.cpp,,,data/crawl/tar/old_hunk_349.cpp,data/crawl/tar/new_hunk_349.cpp,9,9,"ERROR ((0, 0,
		  _(""Archive contains `%.*s' where numeric %s value expected""),
		  (int) sizeof buf, buf, type));","ERROR ((0, 0,
		  _(""Archive contains %.*s where numeric %s value expected""),
		  (int) sizeof buf, buf, type));","[""updateContent""]","[[], []]",[0],593,"112 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=e4e624848b53ac02f1212af2209a63d28e40afec,22 Sep 1999,"(time): Declare if not defined. (base_64_digits): Moved here from
 create.c. (base64_map): Use UCHAR_MAX for size, not less-clear (unsigned
 char) -1. (read_and): Don't get time from header unless we need it now; as
 getting time can cause duplicate diagnostics if bogus. Remove ""Hmm, "" from
 diagnostic. Use ""Skipping to next header"" uniformly. (from_header): Renamed
 from from_chars.  All uses changed. Allow different forms for unportable 2's
 complement numbers. Don't check for extended forms when parsing checksums.
 Parse base-256 output. (gid_from_header): Renamed from gid_from_chars.  All
 uses changed. (major_from_header): Renamed from major_from_chars.  All uses
 changed. (minor_from_header): Renamed from minor_from_chars.  All uses
 changed. (mode_from_header): Renamed from mode_from_chars.  All uses changed.
 (off_from_header): Renamed from off_from_chars.  All uses changed.
 (size_from_header): Renamed from size_from_chars.  All uses changed.
 (time_from_header): Renamed from time_from_chars.  All uses changed. Warn
 about future timestamps. (uid_from_header): Renamed from uid_from_chars.  All
 uses changed. (uintmax_from_header): Renamed from uintmax_from_chars.  All
 uses changed. (tartime): New function, incorporating isotime. (isotime):
 Delete. (print_header): Use tartime.
",364,data/crawl/tar/hunk_399.cpp,,,data/crawl/tar/old_hunk_399.cpp,data/crawl/tar/new_hunk_399.cpp,35,73,"ERROR ((0, 0,
		      _(""Archive signed base 64 string `%.*s' is out of %s range""),
		      (int) digs, where0, type));","ERROR ((0, 0,
			  _(""Archive signed base-64 string `%.*s' is out of %s range""),
			  (int) digs, where0, type));","[""updateContent""]","[[], []]",[0],593,"30 days, 0:00:00"
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=aeef4574607477cf4fcdeb230fce04c7876ca2fa,23 Aug 1999,"Lint cleanup. (linklist): Now static. (to_chars): Fix wording of
 message to match from_chars.
",79,data/crawl/tar/hunk_404.cpp,,,data/crawl/tar/old_hunk_404.cpp,data/crawl/tar/new_hunk_404.cpp,9,9,"ERROR ((0, 0, _(""%s value %s out of range %s..%s""),
		type, value_string, minval_string, maxval_string));","ERROR ((0, 0, _(""value %s out of %s range %s..%s""),
		value_string, type, minval_string, maxval_string));","[""updateVariable"", ""updateContent""]","[[], []]",[0],593,0:00:00
http://git.savannah.gnu.org/cgit/tar.git/commit/?id=c1b9212b16a53da408548efa3f9c8b1a62335b42,4 Oct 2003,"Moved system dependencies to system.c
",664,data/crawl/tar/hunk_233.cpp,,,data/crawl/tar/old_hunk_233.cpp,data/crawl/tar/new_hunk_233.cpp,10,9,report_difference (0);,report_difference (NULL);,"[""removeContent"", ""addVariable""]","[[""0""], [""NULL""]]",[-4166558493256717462],592,0:00:00
